"rowid","label","word"
1876,"0","wellcurrently"
1876,"0","love"
1876,"0","left"
1876,"0","im"
1876,"0","formspring"
1876,"0","answering"
1876,"0","questions"
1876,"0","haha"
1878,"0","wen"
1878,"0","eva"
1878,"0","ya"
1878,"0","ready"
1879,"0","wet"
1881,"0","whats"
1881,"0","cute"
1883,"0","talking"
1883,"0","haha"
1884,"0","happened"
1885,"0","nature"
1885,"0","tripping"
1885,"0","hiking"
1886,"0","experience"
1886,"0","talking"
1886,"0","pretty"
1886,"0","experience"
1886,"0","guess"
1887,"0","song"
1887,"0","wtf"
1887,"0","haha"
1888,"0","question"
1892,"0","whats"
1892,"0","candyman"
1892,"0","hahha"
1893,"0","whats"
1893,"0","birthstone"
1894,"0","whats"
1894,"0","random"
1894,"0","ass"
1894,"0","questions"
1895,"0","wanna"
1895,"0","haha"
1896,"0","child"
1896,"0","worries"
1896,"0","awesome"
1896,"0","cute"
1897,"0","im"
1897,"0","telling"
1897,"0","feel"
1897,"0","damn"
1897,"0","tough"
1898,"0","matters"
1899,"0","brother"
1899,"0","diagnosed"
1899,"0","cancer"
1899,"0","lose"
1899,"0","dark"
1899,"0","moment"
1900,"0","people"
1900,"0","questions"
1901,"0","left"
1902,"0","timmy"
1902,"0","home"
1903,"0","feel"
1903,"0","accomplished"
1903,"0","time"
1903,"0","life"
1904,"0","ohio"
1904,"0","united"
1904,"0","born"
1904,"0","louisiana"
1905,"0","mall"
1905,"0","bih"
1906,"0","ago"
1907,"0","white"
1907,"0","hate"
1907,"0","choice"
1907,"0","apartment"
1909,"0","yew"
1913,"0","haha"
1913,"0","add"
1913,"0","facebook"
1913,"0","ill"
1913,"0","haha"
1914,"0","thiss"
1914,"0","fer"
1914,"0","real"
1915,"0","wrote"
1915,"0","reply"
1915,"0","lol"
1917,"0","whosz"
1917,"0","nigg"
1917,"0","lol"
1919,"0","drama"
1920,"0","nott"
1920,"0","secret"
1920,"0","person"
1921,"0","id"
1921,"0","stud"
1922,"0","thankyou"
1923,"0","ismy"
1923,"0","mum"
1923,"0","lotto"
1923,"0","lol"
1924,"0","whyy"
1925,"0","wild"
1925,"0","flowers"
1926,"0","willow"
1926,"0","lay"
1926,"0","children"
1926,"0","lake"
1926,"0","thatd"
1926,"0","rad"
1926,"0","sweet"
1927,"0","family"
1928,"0","love"
1928,"0","scary"
1929,"0","nail"
1929,"0","grooming"
1929,"0","tools"
1929,"0","file"
1929,"0","clippers"
1929,"0","biting"
1929,"0","people"
1929,"0","gross"
1929,"0","unsanitary"
1930,"0","week"
1930,"0","depends"
1930,"0","happened"
1931,"0","wow"
1932,"0","wow"
1932,"0","awesome"
1932,"0","questioni"
1932,"0","achievement"
1932,"0","quotfinding"
1932,"0","amquot"
1932,"0","thee"
1933,"0","wow"
1933,"0","persistent"
1934,"0","wow"
1934,"0","hard"
1934,"0","dnt"
1934,"0","ive"
1934,"0","love"
1934,"0","smoothies"
1934,"0","tho"
1934,"0","yummie"
1935,"0","write"
1936,"0","ya"
1936,"0","wanna"
1936,"0","kno"
1937,"0","ya"
1937,"0","damn"
1937,"0","rite"
1937,"0","gota"
1937,"0","ass"
1937,"0","kute"
1937,"0","ya"
1937,"0","feel"
1937,"0","mithick"
1938,"0","ya"
1938,"0","digg"
1939,"0","ya"
1939,"0","igot"
1939,"0","yo"
1939,"0","request"
1939,"0","damn"
1939,"0","yew"
1939,"0","gotta"
1939,"0","lil"
1939,"0","ass"
1939,"0","yew"
1940,"0","ya"
1940,"0","lmao"
1940,"0","wow"
1940,"0","ohkayso"
1940,"0","watz"
1940,"0","ya"
1940,"0","myspace"
1941,"0","ya"
1941,"0","watz"
1941,"0","formspring"
1941,"0","changed"
1942,"0","yah"
1943,"0","ye"
1944,"0","yea"
1945,"0","yea"
1946,"0","yea"
1947,"0","yea"
1948,"0","yea"
1949,"0","yea"
1950,"0","yea"
1950,"0","time"
1951,"0","yea"
1951,"0","dont"
1951,"0","dirty"
1952,"0","yea"
1952,"0","idr"
1952,"0","tho"
1953,"0","yea"
1953,"0","awake"
1953,"0","haha"
1954,"0","yea"
1954,"0","lol"
1954,"0","time"
1955,"0","yea"
1956,"0","yeah"
1957,"0","yeah"
1957,"0","wanna"
1958,"0","yeah"
1959,"0","yeah"
1959,"0","won"
1959,"0","car"
1960,"0","yeah"
1961,"0","yeah"
1961,"0","id"
1961,"0","scare"
1961,"0","itd"
1961,"0","eat"
1962,"0","yeah"
1962,"0","agree"
1962,"0","wrong"
1963,"0","yeah"
1963,"0","hahaha"
1963,"0","pop"
1964,"0","yeah"
1964,"0","forgot"
1964,"0","password"
1964,"0","haha"
1964,"0","sucked"
1964,"0","farely"
1964,"0","teaachgee"
1965,"0","yeah"
1966,"0","yeah"
1966,"0","definantly"
1966,"0","smell"
1966,"0","distinctly"
1966,"0","sex"
1966,"0","smellhaha"
1967,"0","yeah"
1967,"0","funniest"
1967,"0","home"
1967,"0","videos"
1967,"0","funny"
1967,"0","stuff"
1967,"0","huh"
1968,"0","yeah"
1968,"0","anymore"
1969,"0","yeah"
1969,"0","dont"
1969,"0","understand"
1969,"0","people"
1969,"0","dont"
1969,"0","stuff"
1969,"0","drives"
1969,"0","crazy"
1969,"0","happening"
1970,"0","yeah"
1970,"0","money"
1970,"0","love"
1970,"0","finding"
1971,"0","yeah"
1972,"0","yeah"
1972,"0","couldnt"
1973,"0","yeahh"
1975,"0","yellow"
1976,"0","yep"
1976,"0","ps"
1976,"0","phone"
1976,"0","died"
1976,"0","im"
1976,"0","lazy"
1976,"0","charge"
1977,"0","yep"
1977,"0","stop"
1977,"0","useing"
1977,"0","jokes"
1978,"0","yep"
1978,"0","diagnosed"
1978,"0","hes"
1978,"0","cancer"
1978,"0","reoccur"
1978,"0","dont"
1978,"0","cocky"
1978,"0","person"
1978,"0","type"
1978,"0","cancer"
1978,"0","lived"
1978,"0","scary"
1978,"0","hes"
1979,"0","ye"
1980,"0","ye"
1981,"0","bhut"
1981,"0","luck"
1981,"0","blessing"
1981,"0","god"
1981,"0","opinion"
1982,"0","glorious"
1982,"0","lived"
1982,"0","norway"
1982,"0","hate"
1982,"0","snow"
1982,"0","hate"
1982,"0","ice"
1985,"0","hahah"
1989,"0","feel"
1989,"0","pretty"
1989,"0","awesomely"
1989,"0","special"
1989,"0","walking"
1989,"0","hahha"
1990,"0","finally"
1990,"0","timothy"
1991,"0","yearly"
1991,"0","female"
1991,"0","docs"
1991,"0","visit"
1991,"0","tuesday"
1991,"0","haha"
1992,"0","coming"
1992,"0","class"
1992,"0","haha"
1993,"0","haha"
1994,"0","dont"
1994,"0","remember"
1995,"0","swollen"
1995,"0","red"
1995,"0","bla"
1995,"0","lol"
1996,"0","matter"
1996,"0","quotone"
1996,"0","peoplequot"
1997,"0","dont"
1997,"0","crazy"
1997,"0","fear"
1997,"0","thinking"
1997,"0","time"
1997,"0","eyes"
1997,"0","stuck"
1997,"0","lf"
1997,"0","satisfied"
1997,"0","knowing"
1997,"0","time"
1997,"0","hahaha"
1997,"0","im"
1997,"0","weirdo"
1997,"0","ya"
1997,"0","ya"
1998,"0","dont"
1998,"0","anymore"
1998,"0","fun"
1999,"0","hate"
1999,"0","funny"
2001,"0","haha"
2001,"0","im"
2001,"0","gayy"
2001,"0","silly"
2002,"0","virgin"
2002,"0","lol"
2002,"0","im"
2002,"0","wrote"
2003,"0","world"
2003,"0","bit"
2004,"0","calming"
2004,"0","haha"
2005,"0","haha"
2006,"0","time"
2006,"0","haha"
2009,"0","friend"
2009,"0","lol"
2012,"0","times"
2012,"0","ha"
2013,"0","people"
2013,"0","reaction"
2013,"0","dang"
2013,"0","sucks"
2013,"0","guess"
2013,"0","tahts"
2013,"0","sleeping"
2013,"0","aroundhuh"
2014,"0","lol"
2015,"0","love"
2015,"0","atl"
2015,"0","live"
2015,"0","lived"
2016,"0","love"
2016,"0","cheese"
2017,"0","love"
2017,"0","funny"
2017,"0","hobbie"
2017,"0","express"
2018,"0","suppose"
2022,"0","love"
2022,"0","opportunie"
2022,"0","saving"
2022,"0","persons"
2022,"0","life"
2022,"0","hurtbut"
2022,"0","hurt"
2022,"0","worth"
2022,"0","saving"
2022,"0","life"
2022,"0","dont"
2022,"0","ill"
2022,"0","save"
2023,"0","starving"
2023,"0","theyre"
2023,"0","filled"
2023,"0","lots"
2023,"0","juicy"
2023,"0","vitamins"
2025,"0","lots"
2025,"0","fun"
2025,"0","wouldnt"
2025,"0","mind"
2025,"0","learning"
2025,"0","latin"
2025,"0","dead"
2025,"0","language"
2025,"0","apparently"
2025,"0","lot"
2025,"0","latin"
2025,"0","bunch"
2025,"0","based"
2026,"0","lol"
2027,"0","lots"
2028,"0","maam"
2029,"0","maam"
2029,"0","lady"
2030,"0","perhapsdepends"
2031,"0","roll"
2031,"0","punches"
2031,"0","ahead"
2031,"0","time"
2031,"0","haha"
2032,"0","camera"
2034,"0","love"
2034,"0","pirate"
2034,"0","gg"
2038,"0","lol"
2039,"0","veryy"
2039,"0","trustin"
2039,"0","person"
2039,"0","yuh"
2040,"0","walks"
2040,"0","raise"
2040,"0","money"
2040,"0","cancer"
2040,"0","patients"
2040,"0","volunteer"
2040,"0","adopt"
2040,"0","highway"
2040,"0","gotta"
2040,"0","care"
2040,"0","mother"
2040,"0","earth"
2041,"0","latinos"
2041,"0","smexiest"
2041,"0","alive"
2042,"0","recycle"
2043,"0","haha"
2043,"0","neat"
2043,"0","trait"
2043,"0","mine"
2043,"0","plug"
2043,"0","nose"
2043,"0","lips"
2044,"0","people"
2044,"0","dont"
2049,"0","time"
2050,"0","time"
2051,"0","time"
2052,"0","fourleaf"
2052,"0","clover"
2053,"0","im"
2053,"0","tons"
2053,"0","soo"
2055,"0","movie"
2055,"0","hilarious"
2055,"0","btw"
2055,"0","living"
2055,"0","offhahaha"
2055,"0","trick"
2055,"0","landfill"
2055,"0","reserve"
2056,"0","hahah"
2056,"0","ive"
2056,"0","answering"
2056,"0","questions"
2056,"0","forever"
2056,"0","questions"
2056,"0","feel"
2056,"0","im"
2056,"0","im"
2056,"0","hadnt"
2056,"0","couple"
2056,"0","weeks"
2056,"0","mistake"
2056,"0","spammers"
2056,"0","killed"
2056,"0","inbox"
2056,"0","im"
2056,"0","catch"
2057,"0","moon"
2057,"0","cheese"
2058,"0","theyre"
2058,"0","awesome"
2058,"0","love"
2058,"0","suprises"
2059,"0","heart"
2059,"0","brain"
2059,"0","dangerous"
2059,"0","brain"
2059,"0","pair"
2059,"0","im"
2059,"0","love"
2059,"0","past"
2059,"0","bullcrap"
2059,"0","glasses"
2059,"0","clearer"
2059,"0","days"
2059,"0","dreary"
2060,"0","warped"
2061,"0","noi"
2061,"0","guess"
2061,"0","everythings"
2061,"0","experience"
2061,"0","wouldnt"
2061,"0","learned"
2061,"0","time"
2061,"0","spent"
2061,"0","lol"
2062,"0","totally"
2062,"0","awwesome"
2062,"0","didnt"
2062,"0","experiments"
2062,"0","stuff"
2062,"0","hahaha"
2063,"0","deja"
2063,"0","vu"
2065,"0","asian"
2065,"0","dude"
2065,"0","gadgets"
2065,"0","fix"
2065,"0","smarts"
2065,"0","haha"
2066,"0","cry"
2066,"0","mad"
2066,"0","dumb"
2066,"0","lol"
2066,"0","people"
2066,"0","im"
2066,"0","sad"
2066,"0","im"
2067,"0","walks"
2067,"0","time"
2068,"0","dont"
2068,"0","eat"
2068,"0","haha"
2069,"0","dude"
2069,"0","jump"
2069,"0","school"
2069,"0","hahaha"
2071,"0","hope"
2071,"0","feel"
2071,"0","brain"
2071,"0","makes"
2072,"0","cologne"
2073,"0","hospital"
2073,"0","feel"
2073,"0","contributed"
2073,"0","saving"
2073,"0","lot"
2073,"0","lives"
2074,"0","square"
2074,"0","aliens"
2074,"0","hahaha"
2074,"0","tractors"
2074,"0","creativeone"
2075,"0","im"
2076,"0","dumb"
2076,"0","hahah"
2077,"0","weird"
2077,"0","dreams"
2077,"0","weird"
2077,"0","haha"
2078,"0","ive"
2078,"0","im"
2078,"0","waiting"
2078,"0","list"
2078,"0","clinicalswhich"
2078,"0","americas"
2078,"0","stupid"
2078,"0","people"
2078,"0","ahead"
2078,"0","life"
2079,"0","karma"
2080,"0","karma"
2080,"0","nice"
2081,"0","websites"
2081,"0","people"
2081,"0","addicted"
2082,"0","love"
2083,"0","love"
2083,"0","creativity"
2084,"0","sis"
2085,"0","sister"
2085,"0","time"
2086,"0","earth"
2086,"0","planets"
2086,"0","tiny"
2086,"0","specs"
2086,"0","dirt"
2086,"0","giants"
2086,"0","pocket"
2087,"0","petty"
2087,"0","highschool"
2087,"0","crap"
2087,"0","annoying"
2087,"0","haha"
2088,"0","paramore"
2089,"0","raccoon"
2089,"0","freaked"
2089,"0","coming"
2089,"0","expressway"
2089,"0","ive"
2089,"0","hit"
2089,"0","plan"
2089,"0","hitting"
2089,"0","haha"
2090,"0","slow"
2090,"0","danced"
2090,"0","boyfriend"
2091,"0","love"
2091,"0","buzz"
2092,"0","timothy"
2092,"0","dad"
2092,"0","talked"
2092,"0","ma"
2092,"0","haha"
2092,"0","wow"
2092,"0","didnt"
2092,"0","realize"
2092,"0","people"
2092,"0","ive"
2092,"0","love"
2093,"0","tims"
2093,"0","dad"
2094,"0","nescessary"
2095,"0","idea"
2095,"0","paper"
2095,"0","thatt"
2095,"0","tells"
2095,"0","numbered"
2095,"0","spark"
2095,"0","plug"
2095,"0","wherei"
2096,"0","ive"
2097,"0","yescut"
2097,"0","knife"
2097,"0","accidentallycut"
2097,"0","rabbits"
2097,"0","cage"
2097,"0","fell"
2097,"0","chair"
2097,"0","haha"
2097,"0","random"
2097,"0","arm"
2097,"0","scar"
2097,"0","dint"
2097,"0","forehead"
2098,"0","yesh"
2098,"0","hahahahaha"
2098,"0","wouldnt"
2099,"0","yeshh"
2101,"0","yess"
2101,"0","pretty"
2101,"0","cute"
2102,"0","ye"
2103,"0","ye"
2103,"0","love"
2103,"0","dance"
2104,"0","ye"
2105,"0","yew"
2105,"0","neva"
2105,"0","mi"
2105,"0","dik"
2105,"0","lol"
2105,"0","thankz"
2106,"0","yogurt"
2106,"0","blueberry"
2107,"0","youll"
2107,"0","neverr"
2108,"0","youre"
2108,"0","alright"
2108,"0","send"
2108,"0","text"
2108,"0","message"
2109,"0","didnt"
2109,"0","gotta"
2109,"0","gotta"
2109,"0","yo"
2109,"0","haha"
2110,"0","electricute"
2110,"0","lol"
2111,"0","silly"
2111,"0","girl"
2112,"0","text"
2112,"0","mee"
2113,"0","talk"
2113,"0","alotr"
2113,"0","nice"
2113,"0","fun"
2113,"0","talk"
2113,"0","friend"
2113,"0","isnt"
2115,"0","haha"
2116,"0","moms"
2116,"0","house"
2117,"0","sur"
2118,"0","yuh"
2118,"0","ar"
2119,"0","yum"
2119,"0","yum"
2120,"0","yup"
2121,"0","yup"
2122,"0","yup"
2123,"0","yup"
2124,"0","yup"
2124,"0","yup"
2125,"0","yup"
2125,"0","yupp"
2126,"0","yup"
2127,"0","yuppers"
2127,"0","nose"
2127,"0","cartilage"
2127,"0","piercings"
2128,"0","yupz"
2128,"0","hehe"
2129,"0","yupz"
2129,"0","iparty"
2129,"0","nite"
2129,"0","day"
2130,"0","yupz"
2130,"0","yupz"
2130,"0","hehe"
2131,"0","zer"
2132,"0","zombie"
2132,"0","sho"
2133,"0","wn"
2133,"0","yuh"
2133,"0","mk"
2133,"0","amp"
2133,"0","mk"
2133,"0","dh"
2133,"0","sex"
2133,"0","wld"
2134,"0","wn"
2134,"0","yuh"
2134,"0","mk"
2135,"0","wnn"
2135,"0","fuck"
2135,"0","dd"
2135,"0","rq"
2136,"0","cc"
2136,"0","pt"
2136,"0","wut"
2136,"0","yuh"
2136,"0","qon"
2136,"0","mii"
2137,"0","selfserving"
2137,"0","confessions"
2137,"0","meaning"
2137,"0","tattling"
2137,"0","cover"
2137,"0","ass"
2137,"0","im"
2137,"0","plicating"
2138,"0","tcot"
2138,"0","time"
2138,"0","hate"
2138,"0","conservatives"
2138,"0","stupid"
2138,"0","bad"
2139,"0","xy"
2140,"1","karkar"
2140,"1","hate"
2140,"1","walmart"
2140,"1","anymore"
2140,"1","im"
2140,"1","gonna"
2140,"1","start"
2140,"1","taking"
2140,"1","cart"
2140,"1","spikes"
2140,"1","barbed"
2140,"1","wire"
2140,"1","flamethrowers"
2141,"0","ampamp"
2141,"0","tired"
2141,"0","questions"
2141,"0","annoyed"
2141,"0","spammed"
2141,"0","bother"
2142,"0","quothey"
2142,"0","angel"
2142,"0","duh"
2142,"0","sexyquot"
2143,"0","quotmustaquotm"
2143,"0","sta"
2143,"0","filipino"
2143,"0","word"
2143,"0","wc"
2143,"0","means"
2143,"0","musta"
2145,"0","save"
2145,"0","life"
2145,"0","mouth"
2145,"0","mouth"
2145,"0","person"
2145,"0","herpes"
2146,"0","meo"
2147,"1","bitch"
2147,"1","lol"
2148,"1","shakes"
2148,"1","head"
2148,"1","calling"
2148,"1","kitty"
2148,"1","pussy"
2148,"1","hes"
2148,"1","boy"
2148,"1","lol"
2150,"1","stfu"
2150,"1","tabi"
2150,"1","fake"
2150,"1","bitch"
2150,"1","annd"
2150,"1","idaho"
2150,"1","ho"
2150,"1","orr"
2150,"1","wford"
2150,"1","ther"
2150,"1","friends"
2150,"1","brock"
2150,"1","leave"
2151,"0","oats"
2152,"1","wind"
2152,"1","fucking"
2152,"1","wanna"
2152,"1","shawty"
2153,"1","idaho"
2153,"1","bad"
2153,"1","dont"
2153,"1","texas"
2153,"1","doesnt"
2153,"1","anymore"
2153,"1","soo"
2153,"1","leave"
2154,"1","lmfaoo"
2154,"1","fake"
2154,"1","sayoonarra"
2155,"1","line"
2155,"1","sand"
2155,"1","watching"
2155,"1","computer"
2155,"1","screen"
2155,"1","hate"
2155,"1","inch"
2155,"1","plasma"
2155,"1","groovy"
2155,"1","sound"
2157,"0","sucks"
2159,"0","happy"
2159,"0","life"
2161,"1","wow"
2161,"1","ashl"
2161,"1","fakes"
2161,"1","amuse"
2161,"1","lmao"
2161,"1","retarded"
2161,"1","page"
2161,"1","upp"
2162,"0","nada"
2163,"0","lol"
2163,"0","freaking"
2163,"0","btw"
2163,"0","didnt"
2164,"0","lk"
2164,"0","mszz"
2165,"0","brettlegree"
2165,"0","genius"
2165,"0","sucks"
2165,"0","sucks"
2166,"1","davemalby"
2166,"1","acting"
2166,"1","colfax"
2166,"1","chicks"
2166,"1","agent"
2166,"1","followers"
2166,"1","ass"
2166,"1","tweet"
2167,"0","steph"
2167,"0","fag"
2167,"0","likes"
2167,"0","jacob"
2167,"0","im"
2167,"0","starting"
2167,"0","question"
2167,"0","ur"
2167,"0","twitter"
2168,"0","lx"
2168,"0","yuh"
2168,"0","wuz"
2168,"0","rkn"
2168,"0","qy"
2168,"0","rn"
2168,"0","hisz"
2168,"0","qrqe"
2168,"0","wi"
2168,"0","dd"
2170,"1","im"
2170,"1","sexy"
2170,"1","fucking"
2170,"1","ass"
2170,"1","de"
2170,"1","laugh"
2170,"1","fucking"
2170,"1","hardd"
2170,"1","day"
2171,"0","fake"
2171,"0","whos"
2171,"0","cheyenne"
2171,"0","taylor"
2171,"0","tarren"
2171,"0","samantha"
2171,"0","jessica"
2171,"0","live"
2171,"0","montana"
2171,"0","cheyenne"
2171,"0","real"
2171,"0","videos"
2171,"0","school"
2171,"0","pics"
2171,"0","photobucket"
2172,"0","die"
2174,"1","youre"
2174,"1","perfect"
2174,"1","age"
2174,"1","learn"
2174,"1","suck"
2174,"1","dick"
2174,"1","hand"
2174,"1","jobs"
2175,"0","tabs"
2175,"0","window"
2175,"0","hate"
2175,"0","windows"
2175,"0","love"
2175,"0","tabs"
2176,"1","weeks"
2176,"1","wow"
2176,"1","totally"
2176,"1","change"
2176,"1","mind"
2176,"1","im"
2176,"1","anythingnot"
2176,"1","makeup"
2176,"1","amount"
2177,"0","physical"
2177,"0","features"
2177,"0","complimented"
2177,"0","lot"
2178,"0","physical"
2178,"0","features"
2178,"0","complimented"
2178,"0","lot"
2178,"0","favorite"
2178,"0","feature"
2179,"0","mom"
2179,"0","doesnt"
2180,"0","call"
2181,"0","favorite"
2181,"0","eat"
2183,"1","aaye"
2183,"1","richard"
2183,"1","gre"
2183,"1","gayre"
2184,"0","abcdefghijklmnopqrstuvwxyz"
2184,"0","pick"
2185,"0","pairs"
2185,"0","jeans"
2186,"0","ihdontmindgoahead"
2187,"0","viewing"
2187,"0","video"
2187,"0","footage"
2188,"0","dream"
2188,"0","wake"
2188,"0","remembering"
2189,"0","ahaa"
2189,"0","late"
2189,"0","youu"
2189,"0","onee"
2190,"0","ahaha"
2190,"0","ive"
2190,"0","noticed"
2191,"0","ahahaahahahaha"
2191,"0","yourr"
2191,"0","funny"
2191,"0","kid"
2192,"0","true"
2192,"0","true"
2192,"0","plays"
2192,"0","music"
2192,"0","xd"
2193,"0","glad"
2193,"0","hny"
2193,"0","ditto"
2193,"0","fuck"
2193,"0","cancer"
2194,"0","aj"
2194,"0","bop"
2194,"0","pettite"
2194,"0","sheets"
2194,"0","fuck"
2194,"0","lowe"
2194,"0","pretzel"
2195,"1","ajula"
2195,"1","dont"
2195,"1","fukin"
2195,"1","talk"
2195,"1","tu"
2196,"0","al"
2196,"0","xisampamp"
2196,"0","wooah"
2196,"0","bab"
2196,"0","girl"
2196,"0","miss"
2196,"0","alotta"
2196,"0","dunnt"
2196,"0","gotz"
2196,"0","phizzle"
2196,"0","wee"
2196,"0","hang"
2196,"0","membr"
2196,"0","whn"
2196,"0","shoppn"
2196,"0","bahahaha"
2196,"0","bob"
2196,"0","marley"
2196,"0","thingys"
2196,"0","rast"
2196,"0","bahaha"
2196,"0","quotone"
2196,"0","lovequot"
2196,"0","andrea"
2197,"0","alexis"
2197,"0","stomach"
2197,"0","hurts"
2198,"0","alexis"
2198,"0","sister"
2199,"0","alexisnicolehodnett"
2199,"0","besttestt"
2199,"0","frann"
2199,"0","iloveyouu"
2199,"0","lexiflagss"
2200,"0","alexi"
2200,"0","fukk"
2200,"0","thozz"
2200,"0","haters"
2200,"0","ma"
2200,"0","dumb"
2200,"0","aint"
2200,"0","gona"
2200,"0","shtt"
2200,"0","meet"
2200,"0","hell"
2200,"0","decide"
2200,"0","touc"
2200,"0","ou"
2200,"0","love"
2200,"0","remz"
2201,"0","alive"
2201,"0","erykah"
2201,"0","badu"
2201,"0","dumd"
2201,"0","ass"
2201,"0","fainted"
2201,"0","concerts"
2201,"0","philly"
2201,"0","angela"
2201,"0","davis"
2202,"0","alright"
2202,"0","cool"
2203,"1","youz"
2203,"1","hoe"
2203,"1","amp"
2203,"1","baybay"
2204,"0","add"
2205,"0","momentis"
2205,"0","duck"
2205,"0","tape"
2205,"0","ducks"
2206,"0","prue"
2206,"0","amp"
2206,"0","phoebe"
2206,"0","charmed"
2206,"0","robots"
2206,"0","amp"
2206,"0","run"
2206,"0","boy"
2206,"0","saved"
2206,"0","lol"
2206,"0","random"
2208,"0","fight"
2208,"0","jst"
2208,"0","asken"
2209,"1","called"
2209,"1","fat"
2210,"1","andrew"
2210,"1","stop"
2210,"1","talking"
2210,"1","friends"
2210,"1","likes"
2210,"1","hot"
2210,"1","shit"
2210,"1","whats"
2210,"1","annoying"
2210,"1","bye"
2210,"1","failed"
2210,"1","rapist"
2211,"1","answer"
2211,"1","questions"
2211,"1","biatchh"
2212,"0","living"
2212,"0","grandparents"
2213,"0","exciting"
2213,"0","news"
2213,"0","youu"
2213,"0","share"
2214,"0","plans"
2214,"0","doctor"
2214,"0","someday"
2215,"0","justin"
2217,"0","parents"
2218,"1","apologizing"
2218,"1","overactive"
2218,"1","hormones"
2218,"1","sucks"
2219,"0","apr"
2219,"0","ll"
2219,"0","miss"
2219,"0","emma"
2219,"0","btw"
2219,"0","haha"
2220,"0","bi"
2221,"0","dollar"
2221,"0","stores"
2221,"0","cool"
2222,"0","dreams"
2222,"0","realistic"
2222,"0","feels"
2222,"0","happen"
2222,"0","real"
2222,"0","life"
2222,"0","realistic"
2222,"0","flying"
2223,"0","questions"
2223,"0","boring"
2224,"0","handed"
2224,"0","people"
2224,"0","offended"
2224,"0","police"
2224,"0","hands"
2225,"0","life"
2225,"0","free"
2226,"0","bruises"
2226,"0","body"
2227,"0","people"
2227,"0","youtube"
2227,"0","subscribe"
2227,"0","watch"
2227,"0","vids"
2228,"0","virgin"
2229,"0","filipinaor"
2229,"0","foreigner"
2230,"0","generous"
2230,"0","person"
2231,"0","painter"
2232,"0","leader"
2232,"0","follower"
2233,"0","party"
2233,"0","girl"
2234,"0","private"
2234,"0","person"
2234,"0","openly"
2234,"0","share"
2234,"0","life"
2234,"0","people"
2235,"0","registered"
2235,"0","voter"
2236,"0","risk"
2236,"0","taker"
2236,"0","risks"
2237,"0","sore"
2237,"0","loser"
2238,"0","tease"
2238,"0","haha"
2239,"0","touchy"
2239,"0","feely"
2239,"0","person"
2240,"0","trusting"
2240,"0","person"
2241,"0","afraid"
2241,"0","heights"
2242,"0","introvert"
2242,"0","extrovert"
2243,"0","lindsey"
2243,"0","talking"
2244,"0","awaiting"
2244,"0","piercingstattoos"
2245,"0","yesterday"
2246,"0","bi"
2247,"0","carrying"
2247,"0","grudges"
2249,"0","dateing"
2249,"0","jaybee"
2249,"0","alxeander"
2250,"0","dating"
2250,"0","quotjbatmannquot"
2251,"0","double"
2251,"0","jointed"
2252,"0","due"
2252,"0","doctors"
2252,"0","visit"
2253,"0","easily"
2253,"0","offended"
2254,"0","easily"
2254,"0","persuaded"
2254,"0","argument"
2255,"0","eating"
2256,"0","foing"
2257,"0","gonna"
2257,"0","watch"
2257,"0","world"
2257,"0","cup"
2258,"0","giving"
2258,"0","directions"
2259,"0","hangman"
2259,"0","suck"
2260,"0","healthy"
2260,"0","formspring"
2260,"0","team"
2260,"0","icareformybodyinfo"
2261,"0","involved"
2261,"0","romantically"
2262,"1","kidding"
2262,"1","quick"
2262,"1","forget"
2262,"1","prenup"
2262,"1","lojack"
2262,"1","implanted"
2262,"1","wife"
2262,"1","hes"
2262,"1","ass"
2263,"0","left"
2263,"0","handed"
2264,"0","bfs"
2264,"0","atm"
2265,"0","loyal"
2266,"0","talker"
2266,"0","listener"
2267,"0","nice"
2267,"0","people"
2267,"0","dislike"
2268,"0","people"
2268,"0","doesnu"
2268,"0","chocolate"
2269,"0","acting"
2269,"0","nice"
2269,"0","people"
2269,"0","stay"
2269,"0","brock"
2270,"0","passionate"
2270,"0","beliefs"
2271,"0","quick"
2271,"0","medicine"
2271,"0","wait"
2272,"0","random"
2272,"0","predictable"
2273,"0","reliable"
2274,"0","fight"
2274,"0","lindsey"
2274,"0","lot"
2274,"0","people"
2274,"0","quotchallengequot"
2275,"0","sick"
2275,"0","hearing"
2275,"0","michael"
2275,"0","jackson"
2276,"0","silly"
2277,"0","single"
2278,"0","love"
2279,"0","shy"
2279,"0","talk"
2279,"0","sex"
2280,"0","stubborn"
2281,"0","telling"
2281,"0","truth"
2281,"0","lie"
2281,"0","bed"
2282,"0","ideal"
2282,"0","person"
2283,"0","person"
2284,"0","type"
2284,"0","relationship"
2284,"0","weekr"
2285,"0","travel"
2285,"0","dream"
2285,"0","job"
2287,"0","nipplesz"
2287,"0","pierced"
2288,"0","parents"
2288,"0","facebook"
2289,"0","underwear"
2289,"0","socks"
2289,"0","folded"
2289,"0","drawer"
2289,"0","thrown"
2290,"0","yu"
2290,"0","shy"
2290,"0","yu"
2290,"0","meet"
2290,"0","people"
2290,"0","yu"
2290,"0","sparks"
2290,"0","conversation"
2291,"0","yuh"
2291,"0","single"
2291,"0","ready"
2291,"0","mingle"
2292,"0","aree"
2292,"0","yhu"
2292,"0","inlovee"
2293,"1","arent"
2293,"1","super"
2293,"1","special"
2293,"1","sweetness"
2293,"1","sleep"
2293,"1","tonight"
